countries,countries_code,year,real_gdp_growth,real_gdp_capita,trade_open,industry_value_gdp,natural_rent_gdp,nomina_gdp
Cote d'Ivoire,CIV,2009,3.251453718,1640.35074,90.77922973,25.04656519,6.281611213,24375209178
Cote d'Ivoire,CIV,2010,2.017638592,1634.832353,93.95943422,22.40826832,6.786996815,24908781285
Cote d'Ivoire,CIV,2011,-4.387254789,1526.260976,91.15483119,24.20136658,9.404657349,25414875503
Cote d'Ivoire,CIV,2012,10.7065041,1649.008029,93.67447578,24.02955931,8.951594603,26789047555
Cote d'Ivoire,CIV,2013,8.889421302,1751.670356,80.12682964,25.95105232,7.28182061,31273074528
Cote d'Ivoire,CIV,2014,8.79407739,1858.57781,73.64524821,27.41005199,6.323616181,35363533866
Cote d'Ivoire,CIV,2015,8.84285995,1972.545683,52.71578279,19.53306025,3.29367335,45814637971
Cote d'Ivoire,CIV,2016,7.179207824,2061.215247,47.51560255,19.09482501,3.414167002,47964234560
Cote d'Ivoire,CIV,2017,7.359638088,2157.245195,48.54077832,20.46379888,3.615023601,51588158718
Cote d'Ivoire,CIV,2018,6.89028432,2247.776609,46.06748638,21.0205173,3.424314513,58011466451
Cote d'Ivoire,CIV,2019,6.231709513,2327.745364,46.40091446,21.18727272,2.482895446,58539424930
Croatia,HRV,1995,..,7196.236644,63.09227876,26.64428108,0.762207116,22534512415
Croatia,HRV,1996,5.90533971,7726.446768,67.50878192,25.63261692,0.862290416,23846613059
Croatia,HRV,1997,6.203341583,8245.872991,75.3970258,26.74542936,0.748319532,23869311079
Croatia,HRV,1998,2.290762788,8439.94955,65.42759779,25.08526932,0.347792613,25562732258
Croatia,HRV,1999,-0.948053455,8396.12997,66.76758408,24.20288569,0.595584331,23456897701
Croatia,HRV,2000,2.861746843,8722.020043,75.15100242,24.39878428,1.103244571,21633759451
Croatia,HRV,2001,2.957710083,9332.245964,80.11253293,24.00910921,1.083436154,23054778851
Croatia,HRV,2002,5.67815671,9856.341251,81.93892126,23.41624108,0.943319265,26813968851
Croatia,HRV,2003,5.635798518,10408.86097,82.25185422,23.96639929,0.775178653,34682900713
Croatia,HRV,2004,4.154576856,10838.28033,82.41670613,25.00221972,0.721969529,41587470547
Croatia,HRV,2005,4.308493379,11290.70273,82.2604373,24.43051663,0.769908909,45376744002
Croatia,HRV,2006,4.993287632,11851.69177,84.39529521,24.09164707,1.042101206,50423077102
Croatia,HRV,2007,5.067625135,12455.01254,84.20463937,23.67955534,0.996151992,60073426977
Croatia,HRV,2008,1.8934529,12692.35003,83.06766439,23.60136078,1.125183886,70234425974
Croatia,HRV,2009,-7.323537319,11775.18172,70.94119589,23.5673991,0.989318273,62600093959
Croatia,HRV,2010,-1.31656298,11646.54094,73.90119732,22.23398967,1.049843137,59918313669
Croatia,HRV,2011,-0.198369263,11663.63871,79.22798094,22.419978,1.383427707,62537851352
Croatia,HRV,2012,-2.391774269,11419.52196,80.57130888,22.01730833,1.305016078,56580819624
Croatia,HRV,2013,-0.447092177,11400.17251,82.68869219,21.43382123,1.156985503,58194069434
Croatia,HRV,2014,-0.341452517,11407.61998,86.97013401,21.61552946,0.903655768,57639588806
Croatia,HRV,2015,2.431888573,11781.73479,92.54321397,21.37604776,0.694377569,49525747504
Croatia,HRV,2016,3.498134992,12279.33386,94.12037583,21.27769331,0.534789281,51601147666
Croatia,HRV,2017,3.439217352,12855.06322,99.14959323,20.9259008,0.718068954,55481644098
Croatia,HRV,2018,2.807609701,13334.59541,101.2480163,20.50264514,0.792338307,61375222347
Croatia,HRV,2019,2.858925968,13792.03838,104.1709915,20.26115585,0.688530832,60752588976
Cuba,CUB,1995,2.457201172,3360.317244,29.30841762,17.96093234,1.05910875,30429803651
Cuba,CUB,1996,7.838749659,3606.817031,32.62533361,26.68546033,1.364523977,25017368700
Cuba,CUB,1997,2.783425042,3690.193264,32.75419893,27.57914273,1.022855741,25365908100
Cuba,CUB,1998,0.159146052,3679.667532,32.50463298,25.91900123,0.542075938,25736331200
Cuba,CUB,1999,6.188755304,3891.189594,31.86893225,25.39325829,0.783612267,28364615200
Cuba,CUB,2000,5.914760174,4105.879487,31.07598788,25.53508215,1.868547681,30565400000
Cuba,CUB,2001,3.185029904,4222.137133,29.36109638,24.86238416,1.25109057,31682400000
Cuba,CUB,2002,1.424821261,4268.917056,24.72931335,23.70134413,1.354436472,33590500000
Cuba,CUB,2003,3.792740223,4419.177557,26.58713358,22.50593295,1.986625662,35901200000
Cuba,CUB,2004,5.77053807,4665.386569,31.31141533,22.0396304,2.918699427,38203000000
Cuba,CUB,2005,11.20165642,5182.819696,39.36137443,21.52682999,2.943230566,42643836100
Cuba,CUB,2006,12.06586311,5808.349565,37.18801429,22.20473695,3.674230951,52742800000
Cuba,CUB,2007,7.262136966,6235.7659,37.96760966,22.52699906,6.197356078,58603900000
Cuba,CUB,2008,4.116828042,6500.652601,44.91722075,22.38649614,3.021040678,60806300000
Cuba,CUB,2009,1.451305431,6601.026389,32.91398196,22.60470361,1.59152436,62080000000
Cuba,CUB,2010,2.390352297,6759.342799,40.2919413,22.89360776,2.586859644,64328000000
Cuba,CUB,2011,2.802300836,6942.057697,46.96042905,22.2582983,2.96423821,68990000000
Cuba,CUB,2012,3.014900289,7138.368173,45.86620363,23.36719487,2.215225204,73141000000
Cuba,CUB,2013,2.747602563,7317.853996,44.32389693,23.1503085,1.742468684,77148000000
Cuba,CUB,2014,1.047576632,7378.696264,39.27420155,22.15210276,1.66197782,80656000000
Cuba,CUB,2015,4.438141959,7694.014637,31.61373991,22.35318421,0.692245052,87133000000
Cuba,CUB,2016,0.513761468,7726.495044,27.26934442,22.9429791,0.443219982,91370000000
Cuba,CUB,2017,1.809054399,7863.394684,26.21759197,24.35596948,0.654400387,96851000000
Cuba,CUB,2018,2.248480393,8040.987995,27.08745627,25.11044478,1.057296029,1.00E+11
Cuba,CUB,2019,-0.217448488,8026.803436,..,..,..,1.03E+11
Curacao,CUW,1995,..,..,..,..,..,..
Curacao,CUW,1996,..,..,..,..,..,..
Curacao,CUW,1997,..,..,..,..,..,..
Curacao,CUW,1998,..,..,..,..,..,..
Curacao,CUW,1999,..,..,..,..,..,..
Curacao,CUW,2000,..,22296.88073,..,14.78992193,..,..
Curacao,CUW,2001,-0.695752956,22967.55904,..,17.46571237,..,..
Curacao,CUW,2002,0.397065105,23030.55751,..,16.50394645,..,..
Curacao,CUW,2003,0.288184819,22625.52289,..,15.48318111,..,..
Curacao,CUW,2004,0.208461863,22284.93198,..,15.02736672,..,..
Curacao,CUW,2005,0.676426257,21870.78009,134.9114598,15.40984041,..,..
Curacao,CUW,2006,1.63593427,21664.98432,144.5555111,16.09219655,..,..
Curacao,CUW,2007,2.469962305,21765.98061,146.0491225,16.39599226,..,..
Curacao,CUW,2008,2.188044622,21964.12586,166.7395417,15.2140225,..,..
Curacao,CUW,2009,-0.53130945,21705.63057,144.7023417,16.94504025,..,..
Curacao,CUW,2010,0.08230596,21450.31391,143.9322118,15.01972892,..,..
Curacao,CUW,2011,0.612608577,21277.23455,167.3312072,15.64867786,0,3038699609
Curacao,CUW,2012,-0.138917069,21072.06581,175.6359259,15.44909755,0,3131096089
Curacao,CUW,2013,-0.794106769,20669.07689,157.7588289,16.41727099,0,3147616201
Curacao,CUW,2014,-1.138838621,20160.16381,157.5701116,16.84023028,0,3158406034
Curacao,CUW,2015,0.278694931,19951.3279,..,18.468313,0,3151910782
Curacao,CUW,2016,-0.986569701,19546.14055,..,18.20285633,0,3122287933
Curacao,CUW,2017,-1.73976542,19144.81115,..,18.23908339,0,3116610112
Curacao,CUW,2018,-2.166131078,18828.73475,..,16.76830289,0,3127908045
Curacao,CUW,2019,-3.4,18407.47988,..,..,0,3101787709
Cyprus,CYP,1995,8.362469305,23193.40502,134.3905666,20.05901818,0.007740009,9933133247
Cyprus,CYP,1996,1.248581576,23111.6748,140.8489305,20.14162794,0.014738111,10011918444
Cyprus,CYP,1997,2.64089464,23388.14233,139.7629432,19.65430683,0.024628143,9547818700
Cyprus,CYP,1998,6.110846746,24514.92313,134.9097517,19.23676276,0.011135094,10248617647
Cyprus,CYP,1999,4.997960422,25453.74674,131.2093199,18.48816444,0.014106497,10497908306
Cyprus,CYP,2000,5.965310315,26686.76727,137.4949422,17.68603455,0.019190492,9985844486
Cyprus,CYP,2001,3.952560541,27444.17046,131.849091,17.3938334,0.00987628,10397897086
Cyprus,CYP,2002,3.722956499,28141.54538,123.6413425,17.93016221,0.010966463,11420227885
Cyprus,CYP,2003,2.623286123,28530.91688,114.0046685,18.01295541,0.007919834,14547325028
Cyprus,CYP,2004,5.026343926,29566.82064,113.9036053,18.06745916,0.008780884,17320552500
Cyprus,CYP,2005,4.853003838,30558.42238,111.9170728,17.89112301,0.000730871,18433411267
Cyprus,CYP,2006,4.713828666,31469.46024,109.8063265,17.83012994,0.000588069,20072786351
Cyprus,CYP,2007,5.098068453,32377.07331,111.2749513,18.19710261,0.006460085,23968764030
Cyprus,CYP,2008,3.646811991,32725.63362,112.925717,17.89658538,0.004556224,27844698989
Cyprus,CYP,2009,-2.015262359,31216.76786,102.7908607,15.95445968,0.018617948,25945391775
Cyprus,CYP,2010,2.014695707,31023.63833,109.1010787,14.49575873,0.039228858,25732432719
Cyprus,CYP,2011,0.401437941,30363.50849,110.817045,12.76164616,0.061838886,27565469098
Cyprus,CYP,2012,-3.446822086,28873.62128,112.5376007,11.7729348,0.062256116,24978513427
Cyprus,CYP,2013,-6.553078255,27044.30464,121.140161,10.76026424,0.041853667,23900872626
Cyprus,CYP,2014,-1.829309109,26843.41546,131.1157768,9.9847041,0.032624332,23156850007
Cyprus,CYP,2015,3.21856901,27865.59322,137.5872031,10.20230476,0.019967407,19842404305
Cyprus,CYP,2016,6.438058481,29523.86515,139.3829051,10.86109183,0.001217019,20953442550
Cyprus,CYP,2017,5.154777146,30758.31231,147.3780651,11.26002578,0.005450672,22729184365
Cyprus,CYP,2018,5.240747828,31977.80965,148.9128726,11.96151855,0.004732069,25309818139
Cyprus,CYP,2019,3.075791962,32517.23728,144.8153632,12.70799121,0.000985649,24949065264
Czech Republic,CZE,1995,6.500813529,11219.15007,83.48706326,35.38550879,0.739026069,60147174077
Czech Republic,CZE,1996,4.265416645,11711.31541,81.09749598,36.14515199,0.690544156,67387788633
Czech Republic,CZE,1997,-0.518331043,11663.17382,84.63991306,35.69966677,0.656291214,62180159376
Czech Republic,CZE,1998,-0.356566596,11632.6029,84.4158277,34.78928177,0.513692279,66807429711
Czech Republic,CZE,1999,1.384148943,11805.67184,85.99922858,33.77118247,0.43476198,65173130995
Czech Republic,CZE,2000,4.001028635,12312.49777,98.0463389,33.49120748,0.555510165,61828166496
Czech Republic,CZE,2001,3.042976563,12734.92203,99.01245616,33.90920025,0.76793326,67808032980
Czech Republic,CZE,2002,1.569855328,12959.81748,91.33465032,33.2092894,0.466435597,82196001051
Czech Republic,CZE,2003,3.583688459,13428.09962,94.97352886,32.34225338,0.415562221,1.00E+11
Czech Republic,CZE,2004,4.814261001,14070.28046,113.48896,33.57974959,0.887642069,1.20E+11
Czech Republic,CZE,2005,6.60161753,14978.41319,121.2979604,33.61719819,0.768620055,1.37E+11
Czech Republic,CZE,2006,6.766932681,15948.74529,127.0283819,34.33321599,0.766777285,1.56E+11
Czech Republic,CZE,2007,5.570338859,16739.17872,129.7790173,34.18273662,0.696645022,1.90E+11
Czech Republic,CZE,2008,2.686411951,17046.88503,123.7424991,33.65763346,1.53656583,2.37E+11
Czech Republic,CZE,2009,-4.657331092,16160.62056,112.7972445,32.98769447,0.707189799,2.07E+11
Czech Republic,CZE,2010,2.434902159,16505.9537,128.0289115,33.17075187,0.979585756,2.09E+11
Czech Republic,CZE,2011,1.760359624,16761.82731,137.8628189,33.65057382,1.092892551,2.30E+11
Czech Republic,CZE,2012,-0.785004299,16606.99254,146.5288566,32.9223275,0.658183534,2.09E+11
Czech Republic,CZE,2013,-0.045903674,16593.86423,146.422417,32.64607051,0.392345354,2.12E+11
Czech Republic,CZE,2014,2.262102897,16951.37912,157.5749822,33.83935076,0.349018022,2.09E+11
Czech Republic,CZE,2015,5.388380838,17829.69832,155.1756635,33.7818228,0.309695938,1.88E+11
Czech Republic,CZE,2016,2.53728452,18247.01173,150.5862673,33.40932728,0.317141676,1.96E+11
Czech Republic,CZE,2017,5.168724304,19139.23988,150.5326525,32.70829701,0.36831707,2.19E+11
Czech Republic,CZE,2018,3.198656101,19685.49448,147.9784977,31.75703117,0.401836824,2.49E+11
Czech Republic,CZE,2019,3.029478257,20202.15159,141.7991803,31.51663769,0.42212108,2.52E+11
Denmark,DNK,1995,3.027587267,43310.25009,68.51460277,22.09256155,0.312183759,1.85E+11
Denmark,DNK,1996,2.900099769,44314.7905,68.47126601,22.28817331,0.47315336,1.88E+11
Denmark,DNK,1997,3.260890158,45570.07982,71.1684624,22.45273084,0.470296487,1.74E+11
Denmark,DNK,1998,2.218158742,46412.03897,71.29911872,22.32601845,0.14153788,1.77E+11
Denmark,DNK,1999,2.948022161,47622.43908,72.69719795,22.63833091,0.465811408,1.78E+11
Denmark,DNK,2000,3.746862595,49241.928,82.98395105,23.65270962,1.478640835,1.64E+11
Denmark,DNK,2001,0.823152998,49469.68881,83.96857587,22.8907148,1.228980022,1.65E+11
Denmark,DNK,2002,0.466345571,49541.85555,84.55697481,22.65573623,1.178488236,1.79E+11
Denmark,DNK,2003,0.390058556,49599.99696,80.8817074,22.16299378,1.109052344,2.18E+11
Denmark,DNK,2004,2.668219267,50792.00095,82.20776527,22.1296309,1.316952652,2.51E+11
Denmark,DNK,2005,2.336641308,51835.83271,89.39974086,22.23953194,1.734286438,2.64E+11
Denmark,DNK,2006,3.913007978,53687.44155,97.3667362,22.81959381,1.911960345,2.83E+11
Denmark,DNK,2007,0.909238928,53935.87025,100.0678512,22.16667353,1.661522213,3.19E+11
Denmark,DNK,2008,-0.512016745,53345.35762,104.8282299,22.59393456,2.043319633,3.53E+11
Denmark,DNK,2009,-4.90654773,50457.23249,89.75503929,19.95019791,1.212710318,3.21E+11
Denmark,DNK,2010,1.870991147,51173.46616,94.09997689,19.70492415,1.430058073,3.22E+11
Denmark,DNK,2011,1.336777767,51644.46351,101.2457955,20.25469861,1.795030766,3.44E+11
Denmark,DNK,2012,0.226499792,51567.04015,103.2409703,20.39791732,1.677861434,3.27E+11
Denmark,DNK,2013,0.933340972,51831.79793,103.0501411,20.06180735,1.268627599,3.44E+11
Denmark,DNK,2014,1.619393811,52404.76397,102.2639163,19.78499589,1.015669776,3.53E+11
Denmark,DNK,2015,2.342591108,53254.85637,104.0482284,19.98745459,0.534416293,3.03E+11
Denmark,DNK,2016,3.245956985,54556.06895,100.1688288,20.66861683,0.362658816,3.13E+11
Denmark,DNK,2017,2.821736341,55735.7649,102.9793899,20.74323784,0.511575585,3.32E+11
Denmark,DNK,2018,1.989537315,56563.48847,106.9749964,20.82449329,0.634213587,3.57E+11
Denmark,DNK,2019,2.114664208,57553.13124,110.6068039,21.19540379,0.477512026,3.48E+11
Djibouti,DJI,1995,..,..,..,..,0.632478856,497723960.6
Djibouti,DJI,1996,..,..,..,..,0.664007194,494004647.7
Djibouti,DJI,1997,..,..,..,..,0.676909113,502675542
Djibouti,DJI,1998,..,..,..,..,0.947348472,514267869.3
Djibouti,DJI,1999,..,..,..,..,0.391087418,536080148.1
Djibouti,DJI,2000,..,..,..,..,0.382079268,551230861.9
Djibouti,DJI,2001,..,..,..,..,0.415974591,572417440.8
Djibouti,DJI,2002,..,..,..,..,0.454277724,591122039.6
Djibouti,DJI,2003,..,..,..,..,0.623059168,622044665.5
Djibouti,DJI,2004,..,..,..,..,0.573154706,666072101.8
Djibouti,DJI,2005,..,..,..,..,0.529249755,708633194.7
Djibouti,DJI,2006,..,..,..,..,0.616385692,768873684
Djibouti,DJI,2007,..,..,..,..,0.523310117,847918929.1
Djibouti,DJI,2008,..,..,..,..,0.790439022,999105339.3
Djibouti,DJI,2009,..,..,..,..,0.743212074,1049110685
Djibouti,DJI,2010,..,..,..,..,0.838156181,1128611700
Djibouti,DJI,2011,..,..,..,..,0.88846349,1239144502
Djibouti,DJI,2012,..,..,..,..,0.893774805,1353632942
Djibouti,DJI,2013,..,2386.261615,347.9965328,11.44768689,0.522615829,2042817163
Djibouti,DJI,2014,7.061543242,2510.959419,299.3678926,11.64420336,0.788997555,2214681574
Djibouti,DJI,2015,7.696085576,2658.964207,264.1029257,11.36756739,0.66101077,2430287967
Djibouti,DJI,2016,6.652650372,2789.709508,209.9872632,11.34486948,0.484684965,2603554907
Djibouti,DJI,2017,5.403099843,2893.775096,304.3287262,12.32091436,0.573706699,2751461056
Djibouti,DJI,2018,8.407662666,3088.581159,288.2166978,16.5708936,0.265248181,3012820410
Djibouti,DJI,2019,7.770497257,3278.545809,296.13878,15.9377782,0.287104946,3324634256
Dominica,DMA,1995,3.030862602,5364.727097,93.21649735,14.418316,0.040285367,274522222.2
Dominica,DMA,1996,3.104202263,5544.671404,91.17807317,14.36192455,0.02761474,292285185.2
Dominica,DMA,1997,2.185627702,5693.226631,102.3139829,14.56599069,0.037896292,302988888.9
Dominica,DMA,1998,3.774226839,5942.532103,100.4273357,14.91654318,0.030749314,322411111.1
Dominica,DMA,1999,0.354079012,5993.891695,101.702484,15.05777282,0.02546175,331759259.3
Dominica,DMA,2000,2.340219321,6149.838587,98.23628064,15.86014638,0.024952372,333470370.4
Dominica,DMA,2001,-0.06384473,6144.059759,84.36045942,15.38620652,0.024287418,340203703.7
Dominica,DMA,2002,-2.827998893,5955.858771,83.85511822,15.46858153,0.022152012,333196296.3
Dominica,DMA,2003,6.353137122,6310.568977,80.3199452,13.60821628,0.022831456,343311111.1
Dominica,DMA,2004,3.050690295,6476.753621,82.9492758,13.27261357,0.022040695,367200000
Dominica,DMA,2005,0.655862269,6501.405457,89.37559101,13.01894274,0.021210793,364255555.6
Dominica,DMA,2006,4.659455486,6791.057483,87.97737453,13.16149115,0.028699255,390251851.9
Dominica,DMA,2007,6.352972439,7214.432157,91.17220557,13.41202943,0.027089422,421374074.1
Dominica,DMA,2008,7.121057986,7724.684524,96.9154481,12.71915998,0.026134773,458188888.9
Dominica,DMA,2009,-1.169590643,7632.289962,84.32568724,11.36160545,0.021989882,489074074.1
Dominica,DMA,2010,0.6726344,7680.48354,92.11289778,11.70752927,0.049137559,493825925.9
Dominica,DMA,2011,-0.223550688,7659.531388,94.34153626,12.83810256,0.041230433,501025925.9
Dominica,DMA,2012,-1.059000243,7573.931019,87.7201701,12.75425053,0.04133195,485996296.3
Dominica,DMA,2013,-0.999940631,7491.333496,87.07272187,12.31975621,0.04922309,498296296.3
Dominica,DMA,2014,4.447947365,7816.619475,85.05662271,12.4957282,0.065171168,520207407.4
Dominica,DMA,2015,-2.691108924,7597.288894,108.5884492,12.53364749,0.047444635,540737037
Dominica,DMA,2016,2.556494913,7777.089933,102.5005592,11.99174712,0.060258408,576229629.6
Dominica,DMA,2017,-6.79942797,7232.773291,104.4753555,11.10889453,0.056112341,519837037
Dominica,DMA,2018,2.29808023,7381.840373,108.1339606,15.80079306,0.034687942,551074074.1
Dominica,DMA,2019,3.459333649,7617.846091,110.1932785,15.54555768,0.031705342,574607407.4
Dominican Republic,DOM,1995,5.685430737,3340.043933,73.89795938,32.17721371,1.142679171,16637370839
Dominican Republic,DOM,1996,5.977825114,3480.274229,72.64249087,33.54386724,0.703394465,18241691857
Dominican Republic,DOM,1997,8.885269066,3727.800214,74.23323717,32.11191928,0.503229963,20017480055
Dominican Republic,DOM,1998,6.714477712,3915.136129,75.91130271,32.91629851,0.048112499,21672231761
Dominican Republic,DOM,1999,5.940049136,4083.636495,76.30275328,33.15847379,0.19051982,22136621337
Dominican Republic,DOM,2000,4.66176228,4209.411868,79.3003931,31.67042451,0.341035222,24305717542
Dominican Republic,DOM,2001,2.459516368,4249.100081,70.51056781,29.73277266,0.022789006,25601765401
Dominican Republic,DOM,2002,4.495103403,4375.789832,68.7232829,31.08810875,0.027647779,27137508657
Dominican Republic,DOM,2003,-1.345706185,4255.766209,84.44950319,31.88230289,0.541632395,21403167848
Dominican Republic,DOM,2004,2.570134279,4304.770081,81.35142294,31.81294451,1.214130149,22322395368
Dominican Republic,DOM,2005,9.428236947,4647.037875,61.65355874,30.26935767,0.720719153,35777570136
Dominican Republic,DOM,2006,9.174355406,5006.552377,63.76648264,31.10986126,1.606234311,37879869898
Dominican Republic,DOM,2007,7.415951715,5308.632394,61.94723068,30.54694685,2.528048004,43965420072
Dominican Republic,DOM,2008,3.209504262,5409.947949,61.39205309,29.59218881,0.234147046,48122547177
Dominican Republic,DOM,2009,0.946155168,5393.470287,50.61228261,27.78702354,0.123503913,48261033298
Dominican Republic,DOM,2010,8.33965106,5771.918418,55.99993607,27.92339361,0.172400177,53860175556
Dominican Republic,DOM,2011,3.133423003,5881.135421,58.9896659,28.39554288,0.340146013,58029750746
Dominican Republic,DOM,2012,2.717367897,5969.352761,58.38867388,28.42025851,0.446722351,60681537196
Dominican Republic,DOM,2013,4.875205093,6187.283014,56.68175612,29.24893357,1.024973494,62682163837
Dominican Republic,DOM,2014,7.05046369,6547.307977,55.49642325,29.76905868,1.037472701,67179914027
Dominican Republic,DOM,2015,6.927018772,6921.520594,52.17107772,28.49636818,0.535347858,71164825257
Dominican Republic,DOM,2016,6.659200263,7300.033285,51.58597126,27.57808736,1.281943514,75704720190
Dominican Republic,DOM,2017,4.666704677,7556.85365,50.22508542,28.068774,1.035506531,79997975622
Dominican Republic,DOM,2018,6.982527585,7997.761109,52.05596639,28.81128478,0.86860519,85555378043
Dominican Republic,DOM,2019,5.05216802,8314.344819,51.01114492,29.07733665,0.358710939,88941299734
Ecuador,ECU,1995,2.252548774,4414.928258,45.91127073,27.14052294,7.54778389,24432884442
Ecuador,ECU,1996,1.731747514,4396.221285,44.21570268,26.78918036,9.307029318,25226393197
Ecuador,ECU,1997,4.327864764,4491.200946,45.01718632,25.87335599,7.019589272,28162053027
Ecuador,ECU,1998,3.266529404,4543.999832,43.39510795,25.81631245,3.87665112,27981896948
Ecuador,ECU,1999,-4.739385791,4243.872201,49.2012508,28.78032844,7.963732806,19645272636
Ecuador,ECU,2000,1.091801564,4209.344979,59.4646993,33.61759449,16.42543244,18327764882
Ecuador,ECU,2001,4.0156299,4299.202101,50.74505716,29.04959898,9.406434612,24468324000
Ecuador,ECU,2002,4.096776659,4397.423038,49.37654964,28.80796471,8.246034442,28548945000
Ecuador,ECU,2003,2.722877337,4440.729795,47.24163069,27.99929935,8.98633203,32432858000
Ecuador,ECU,2004,8.211020917,4725.232443,50.66524037,29.71170399,13.48265271,36591661000
Ecuador,ECU,2005,5.291308267,4892.691322,56.0998297,31.54458088,17.80036322,41507085000
Ecuador,ECU,2006,4.403526434,5023.291052,59.70978319,33.88670802,18.85995457,46802044000
Ecuador,ECU,2007,2.190063972,5048.144555,62.58713843,34.45813175,17.04043057,51007777000
Ecuador,ECU,2008,6.3571306,5280.71364,68.05694738,37.91930509,18.82072744,61762635000
Ecuador,ECU,2009,0.566491592,5224.838337,52.10484902,32.41761483,9.206767559,62519686000
Ecuador,ECU,2010,3.525298669,5323.737482,60.30323871,34.72418599,11.86717984,69555367000
Ecuador,ECU,2011,7.868140919,5654.92807,64.49023889,37.63463987,16.14121868,79276664000
Ecuador,ECU,2012,5.641962067,5885.099861,61.75111241,37.75527457,14.32325172,87924544000
Ecuador,ECU,2013,4.946511267,6084.443907,59.60615606,37.14612811,13.09617754,95129659000
Ecuador,ECU,2014,3.788868549,6218.239195,57.70816899,36.77882376,11.58798033,1.02E+11
Ecuador,ECU,2015,0.098872608,6124.490887,45.24387715,31.87212767,4.785458165,99290381000
Ecuador,ECU,2016,-1.226383985,5947.00199,38.52134034,32.02300962,3.716564157,99937696000
Ecuador,ECU,2017,2.368386526,5981.132618,42.42172139,32.52358756,5.442679387,1.04E+11
Ecuador,ECU,2018,1.289291933,5952.218084,46.36213095,32.54262509,7.575133498,1.08E+11
Ecuador,ECU,2019,0.012105103,5853.81306,46.07682119,32.70232088,6.955006178,1.08E+11
"Egypt, Arab Rep.",EGY,1995,4.64245877,2185.302175,50.24509804,30.24509804,8.437691077,60159245060
"Egypt, Arab Rep.",EGY,1996,4.98873057,2248.59424,46.94856146,29.51874455,9.355605592,67629716981
"Egypt, Arab Rep.",EGY,1997,5.49235474,2324.91661,43.73824746,28.99962392,6.894769371,78436578171
"Egypt, Arab Rep.",EGY,1998,5.575497461,2406.045234,41.927627,28.64509395,4.147141853,84828807556
"Egypt, Arab Rep.",EGY,1999,6.053438783,2501.981867,38.36150845,28.40084525,5.567240307,90710704807
"Egypt, Arab Rep.",EGY,2000,6.370003834,2610.476498,39.0179359,30.7518671,7.74053588,99838543960
"Egypt, Arab Rep.",EGY,2001,3.535251969,2651.865516,39.81042654,30.89885698,6.490943419,96684636119
"Egypt, Arab Rep.",EGY,2002,2.390204028,2664.642011,40.98706783,32.181763,7.366276966,85146067416
"Egypt, Arab Rep.",EGY,2003,3.193454739,2699.101065,46.17964072,33.37058683,9.125860511,80288461538
"Egypt, Arab Rep.",EGY,2004,4.092071612,2758.566428,57.81990521,34.66791675,11.54424255,78782467532
"Egypt, Arab Rep.",EGY,2005,4.471744469,2830.350138,62.95264624,34.14872795,14.40444807,89600665557
"Egypt, Arab Rep.",EGY,2006,6.843838197,2970.944754,61.51853651,36.15473531,14.93169751,1.07E+11
"Egypt, Arab Rep.",EGY,2007,7.087827427,3126.274998,65.07787325,35.06538668,13.24877476,1.30E+11
"Egypt, Arab Rep.",EGY,2008,7.156283564,3290.94074,71.68062535,36.21255165,15.23694672,1.63E+11
"Egypt, Arab Rep.",EGY,2009,4.6735998,3381.115377,56.55344464,35.81644598,9.019588141,1.89E+11
"Egypt, Arab Rep.",EGY,2010,5.147234859,3485.282198,47.93635007,35.78451848,9.005386494,2.19E+11
"Egypt, Arab Rep.",EGY,2011,1.764571949,3472.598293,45.25563416,35.9517176,12.48689963,2.36E+11
"Egypt, Arab Rep.",EGY,2012,2.226199797,3472.148298,40.71176927,39.25130471,10.93445298,2.79E+11
"Egypt, Arab Rep.",EGY,2013,2.185466054,3468.468828,40.37303806,39.88695979,9.974331685,2.88E+11
"Egypt, Arab Rep.",EGY,2014,2.91591188,3489.864124,36.92018779,39.89033333,8.374982608,3.06E+11
"Egypt, Arab Rep.",EGY,2015,4.372019078,3562.932658,34.84594296,36.63020582,4.178824435,3.29E+11
"Egypt, Arab Rep.",EGY,2016,4.346643456,3638.894927,30.24654905,32.45595335,3.06112559,3.32E+11
"Egypt, Arab Rep.",EGY,2017,4.181221,3712.603654,45.12680115,33.75076369,5.458673242,2.36E+11
"Egypt, Arab Rep.",EGY,2018,5.314121037,3831.199835,48.27827106,34.96339072,7.108793011,2.50E+11
"Egypt, Arab Rep.",EGY,2019,5.557683888,3964.987129,43.2404502,35.62344563,4.978457272,3.03E+11
El Salvador,SLV,1995,4.734959574,2826.878276,59.36075434,25.48294531,0.779231954,8921947100
El Salvador,SLV,1996,0.817680481,2819.268472,55.28185673,25.41825557,0.509551085,9586327800
El Salvador,SLV,1997,3.134939588,2879.13998,63.55709275,25.21703251,0.820568279,10221705900
El Salvador,SLV,1998,2.654173931,2929.316165,60.87229075,26.18312819,0.65398958,10936669900
El Salvador,SLV,1999,2.160516675,2968.504291,60.99048962,26.87414887,0.555346762,11284197000
El Salvador,SLV,2000,1.12605705,2979.959065,68.7100889,26.87772111,0.497077306,11784927700
El Salvador,SLV,2001,0.877318892,2986.286473,65.89073854,27.07794506,0.485786941,12282533600
El Salvador,SLV,2002,1.580862265,3015.617575,65.91909078,27.27513578,0.456800583,12664190300
