"iso3","year","loan"
"SWZ",2001,9.22
"SWZ",2008,-1.61
"SWZ",2012,3.98
"SWZ",1999,5.77
"SWZ",2011,-1.61
"SWZ",1995,11.18
"SWZ",2006,4.39
"SWZ",2015,-4.78
"SWZ",2014,-2.89
"SWZ",2010,-5.92
"SWZ",2013,-1.64
"SWZ",2019,-15.86
"SWZ",1997,-3.77
"SWZ",2009,-6.31
"SWZ",1996,-11.39
"SWZ",2007,-0.54
"ETH",2009,929.84
"ETH",2008,290.34
"ETH",2007,402.8
"ETH",2000,140.83
"ETH",2003,160.63
"ETH",2005,238.65
"ETH",2019,1808.65
"ETH",2002,592.31
"ETH",2006,-3836.05
"ETH",2004,166.28
"ETH",2010,638.3
"ETH",1997,69.75
"ETH",2017,1357.55
"ETH",2001,524.89
"ETH",2018,2372.22
"ETH",2011,619.59
"ETH",2015,858.17
"ETH",1995,243.46
"ETH",2016,1427.45
"ETH",1999,178.03
"ETH",1998,111.42
"ETH",2012,631.48
"ETH",2013,1184.9
"ETH",1996,224.62
"ETH",2014,1070.34
"FJI",1998,-2.66
"FJI",1996,-5.93
"FJI",2009,-3.33
"FJI",2000,-2.11
"FJI",1995,-7.5
"FJI",2008,-1.39
"FJI",1999,-7.8
"FJI",1997,-3.05
"FJI",2019,-1.11
"FJI",2001,-1.43
"FJI",2010,-1.38
"FJI",2005,-1.29
"FJI",2007,-1.24
"FJI",2006,-1.28
"FJI",2018,-1.1
"FJI",2012,-1.52
"FJI",2003,6.88
"FJI",2015,-1
"FJI",2011,-1.65
"FJI",2017,-1.08
"FJI",2002,5.31
"FJI",2016,-1.12
"FJI",2004,8.33
"FJI",2014,-1.15
"FJI",2013,-1.24
"PYF",1999,-7.92
"PYF",1997,-14.28
"PYF",1998,-23.1
"PYF",1995,-2.11
"PYF",1996,-32.68
"GAB",1996,6.41
"GAB",1995,10.82
"GAB",2007,-38.33
"GAB",2018,72.48
"GAB",2019,83.22
"GAB",2004,-37.63
"GAB",1998,-42.38
"GAB",2016,-7.26
"GAB",2008,-5.63
"GAB",2006,-47.16
"GAB",2002,-12.8
"GAB",2017,53.51
"GAB",1997,-55.35
"GAB",2000,-53.13
"GAB",2009,-21.36
"GAB",2003,-137.75
"GAB",2005,-42.27
"GAB",1999,-25.71
"GAB",2013,25.37
"GAB",2015,46.69
"GAB",2001,-54.26
"GAB",2011,-11.43
"GAB",2012,8.08
"GAB",2014,51.68
"GAB",2010,7.66
"GMB",2006,30.36
"GMB",2015,32.84
"GMB",2007,-180.39
"GMB",1998,3.79
"GMB",2016,5.3
"GMB",2018,73.15
"GMB",2019,23.85
"GMB",1997,7.06
"GMB",2008,28.31
"GMB",2014,2.62
"GMB",1996,6.09
"GMB",2004,16.81
"GMB",2005,25.22
"GMB",2011,18.39
"GMB",2017,119.08
"GMB",2001,22.46
"GMB",2002,26.53
"GMB",2013,9.81
"GMB",2009,34.72
"GMB",2000,18.28
"GMB",1995,6.19
"GMB",2003,26.2
"GMB",2012,22.06
"GMB",2010,17.9
"GMB",1999,8.12
"GEO",2003,35.9
"GEO",2002,92.16
"GEO",2001,111.03
"GEO",1995,87.94
"GEO",2013,227.83
"GEO",2000,29.38
"GEO",2004,75.5
"GEO",2012,268.15
"GEO",2015,117.48
"GEO",1999,137.66
"GEO",2011,94.02
"GEO",2014,202.63
"GEO",2007,80.53
"GEO",2008,102.95
"GEO",1997,169.99
"GEO",1996,181.72
"GEO",2018,207.08
"GEO",2019,164.95
"GEO",1998,120.09
"GEO",2006,86.11
"GEO",2005,54.04
"GEO",2016,143.62
"GEO",2010,90.85
"GEO",2009,164.06
"GEO",2017,67.77
"GHA",2012,594.17
"GHA",2014,388.86
"GHA",2011,788.28
"GHA",2006,-4246.29
"GHA",2008,429.74
"GHA",1995,304.54
"GHA",2010,651.98
"GHA",2019,170.65
"GHA",1999,240.49
"GHA",2002,139.32
"GHA",2009,492.39
"GHA",2016,545.51
"GHA",2004,-650.39
"GHA",2007,319.61
"GHA",2015,865.89
"GHA",2013,407.84
"GHA",2003,303.76
"GHA",2005,0.06
"GHA",2000,247.69
"GHA",1996,338.46
"GHA",1998,357.36
"GHA",2018,226.12
"GHA",2017,505.04
"GHA",2001,220.6
"GHA",1997,222.1
"GIB",1996,-0.54
"GIB",1995,-0.12
"GRD",2008,18.4
"GRD",2007,18.23
"GRD",2006,21.18
"GRD",1999,6.8
"GRD",2018,28.31
"GRD",2005,13.48
"GRD",2000,4.78
"GRD",1996,4.12
"GRD",2009,27.44
"GRD",2016,1.32
"GRD",2003,0.77
"GRD",1998,-1.28
"GRD",2001,6.16
"GRD",1997,1.49
"GRD",2004,1.88
"GRD",2017,0.61
"GRD",2015,18.46
"GRD",2010,13.79
"GRD",1995,0.66
"GRD",2019,3.67
"GRD",2013,5.73
"GRD",2014,23.15
"GRD",2002,5.74
"GRD",2011,-2.79
"GRD",2012,4.03
"GTM",2006,-24.59
"GTM",2005,-19.74
"GTM",2002,-22.55
"GTM",2008,-26.79
"GTM",2004,-19.59
"GTM",2001,-26.05
"GTM",2019,11.67
"GTM",2007,-77.23
"GTM",1995,9.25
"GTM",1996,-11.55
"GTM",2009,-1.86
"GTM",2018,2.7
"GTM",1999,11.1
"GTM",2017,-18.66
"GTM",2003,-15.04
"GTM",1998,-11.58
"GTM",2014,-34.66
"GTM",2015,123.11
"GTM",2000,28.15
"GTM",2010,1.18
"GTM",2013,210.58
"GTM",2012,-11.49
"GTM",2016,-34.82
"GTM",1997,-0.22
"GTM",2011,-11.83
"GIN",1997,206.97
"GIN",1995,109.93
"GIN",1998,137.79
"GIN",2010,-14.82
"GIN",1999,25.65
"GIN",2019,180.49
"GIN",2018,171.76
"GIN",1996,81.44
"GIN",2009,-41.41
"GIN",2015,83.41
"GIN",2000,-9.7
"GIN",2007,25.48
"GIN",2001,58.64
"GIN",2014,126.99
"GIN",2008,6.4
"GIN",2017,65.52
"GIN",2005,-5.82
"GIN",2002,3.57
"GIN",2003,-11.55
"GIN",2013,-122.56
"GIN",2006,-35.14
"GIN",2004,-6.93
"GIN",2012,-15.7
"GIN",2016,96.05
"GIN",2011,-137.37
"GNB",2005,-0.71
"GNB",1995,17.91
"GNB",2007,8.92
"GNB",2006,-8.69
"GNB",2002,-4.87
"GNB",2016,10.33
"GNB",1997,31.85
"GNB",2004,11.19
"GNB",2017,21.99
"GNB",1998,15.93
"GNB",2008,-0.26
"GNB",1996,86.18
"GNB",2001,-1.8
"GNB",1999,-1.35
"GNB",2015,9.7
"GNB",2018,56.93
"GNB",2003,8.77
"GNB",2000,17.07
"GNB",2010,-138.59
"GNB",2011,7.31
"GNB",2019,20.09
"GNB",2013,-2.1
"GNB",2014,1.97
"GNB",2009,-7.04
"GNB",2012,0.89
"GUY",2018,51.04
"GUY",2007,6.62
"GUY",2008,1.71
"GUY",2017,14.63
"GUY",1997,26
"GUY",2019,26.96
"GUY",2006,-242.6
"GUY",1996,35.81
"GUY",2016,1.7
"GUY",1995,32.9
"GUY",2005,-17.33
"GUY",2001,-3.91
"GUY",2010,-2.69
"GUY",1998,-35.8
"GUY",2004,-9.46
"GUY",2014,11.72
"GUY",1999,-47.3
"GUY",2009,-1.17
"GUY",2003,11.14
"GUY",2000,0.06
"GUY",2013,43.78
"GUY",2011,-6.34
"GUY",2015,3.13
"GUY",2012,41.51
"GUY",2002,2.06
"HTI",2019,113.08
"HTI",2007,17.24
"HTI",1995,34.26
"HTI",2000,0.36
"HTI",2006,36.28
"HTI",2009,70.32
"HTI",2008,57.96
"HTI",1999,3.83
"HTI",1998,122.39
"HTI",2001,2.87
"HTI",2018,138.52
"HTI",1996,86.68
"HTI",1997,41.24
"HTI",2005,-27.44
"HTI",2017,-2.86
"HTI",2014,16.39
"HTI",2004,-8.41
"HTI",2016,57.27
"HTI",2010,-209.84
"HTI",2013,13.09
"HTI",2011,75.37
"HTI",2003,-6.22
"HTI",2015,14.42
"HTI",2012,20.58
"HTI",2002,-4.83
"HND",2002,92.13
"HND",2003,95.28
"HND",2004,181.75
"HND",2005,-422.96
"HND",2011,115.18
"HND",2001,138.89
"HND",2014,349.74
"HND",2000,54.51
"HND",2012,296.54
"HND",2010,140.22
"HND",1997,123.01
"HND",2016,133.74
"HND",2009,81.52
"HND",1996,67.73
"HND",1995,169.64
"HND",2006,-1157.02
"HND",2013,383.44
"HND",2007,43.45
"HND",2015,265.91
"HND",1998,51.68
"HND",1999,387.25
"HND",2019,131.83
"HND",2018,308.69
"HND",2017,166.88
"HND",2008,-32.49
"HKG",1995,-0.34
"HKG",1996,-0.32
"IND",2014,1759.75
"IND",1996,899.95
"IND",2006,133.67
"IND",2015,1877.31
"IND",2000,625.36
"IND",2009,1015.49
"IND",2012,504.38
"IND",2013,1066.93
"IND",2011,1886.84
"IND",2017,2121.57
"IND",2016,1643.03
"IND",1995,737.77
"IND",2005,431.59
"IND",2018,1373.85
"IND",2019,1412.49
"IND",1997,765.28
"IND",2002,731.93
"IND",1999,719.06
"IND",2003,-309.48
"IND",2004,-506.29
"IND",2010,1523.74
"IND",2007,-37.64
"IND",2001,860.99
"IND",1998,807.04
"IND",2008,554.8
"IDN",2006,-322.88
"IDN",2008,-203.94
"IDN",2017,-1078.89
"IDN",2004,-675.52
"IDN",2005,983.46
"IDN",2014,-1597.75
"IDN",2018,-80.35
"IDN",2007,-758.64
"IDN",2015,-1106.46
"IDN",1998,663.45
"IDN",2002,530.83
"IDN",1999,1358.27
"IDN",2009,-484.41
"IDN",2003,938.06
"IDN",2011,-1072.59
"IDN",2001,789.1
"IDN",2019,-1566.11
"IDN",1997,210.52
"IDN",2010,-44.08
"IDN",2012,-1362.43
"IDN",2000,847.43
"IDN",2016,-1186.36
"IDN",1996,435.2
"IDN",1995,508.87
"IDN",2013,-1328.07
"IRN",1999,39.46
"IRN",1997,60.67
"IRN",2000,29.69
"IRN",1995,44.58
"IRN",2016,-35.58
"IRN",1998,40.66
"IRN",1996,24.61
"IRN",2009,-26.6
"IRN",2018,-12.42
"IRN",2010,-28.89
"IRN",2008,-23.79
"IRN",2019,-5.24
"IRN",2015,-10.69
"IRN",2004,-11.84
"IRN",2005,-14.71
"IRN",2007,-18.68
"IRN",2006,-11.73
"IRN",2013,-11.11
"IRN",2002,3.3
"IRN",2011,-31.64
"IRN",2014,-59.04
"IRN",2001,21.51
"IRN",2012,-2.78
"IRN",2003,-6.56
"IRN",2017,-23.5
"IRQ",2010,187.9
"IRQ",2011,396.02
"IRQ",2012,397.34
"IRQ",2009,57.24
"IRQ",2005,-24.92
"IRQ",1996,-2.62
"IRQ",2016,561
"IRQ",2017,818.27
"IRQ",2000,0.07
"IRQ",2003,-0.28
"IRQ",2014,388.73
"IRQ",2007,-46.67
"IRQ",2013,738.82
"IRQ",2018,402.23
"IRQ",2008,-152.38
"IRQ",2006,-25.47
"IRQ",2015,309.33
"IRQ",2019,245.36
"ISR",1996,-149.26
"ISR",1995,-112.75
"JAM",2000,-61.08
"JAM",2011,-47.11
"JAM",2010,-21.79
"JAM",1999,-74.99
"JAM",2001,-47.43
"JAM",1996,-13.59
"JAM",1998,-100.02
"JAM",2009,-19.48
"JAM",2016,-51.14
"JAM",2006,-76.67
"JAM",1997,-0.19
"JAM",2015,-33.19
"JAM",1995,4.75
"JAM",2019,37.46
"JAM",2004,-59.71
"JAM",2007,-62.08
"JAM",2013,-58.58
"JAM",2003,-57.47
"JAM",2014,-33.96
"JAM",2002,-54.59
"JAM",2018,-14.02
"JAM",2008,-51.72
"JAM",2017,-26.57
"JAM",2012,-59.18
"JAM",2005,-93.28
"JOR",1998,73.81
"JOR",2008,-58.58
"JOR",2003,-31.27
"JOR",1997,97.52
"JOR",1995,161.02
"JOR",1999,38.52
"JOR",2019,267.31
"JOR",2009,-60.1
"JOR",1996,195.23
"JOR",2006,-40.41
"JOR",2010,121.08
"JOR",2005,-2.4
"JOR",2007,-152.47
"JOR",2014,68.6
"JOR",2015,202
"JOR",2018,-26.28
"JOR",2013,43.67
"JOR",2002,-21.61
"JOR",2017,318.24
"JOR",2000,46.39
"JOR",2004,-22.78
"JOR",2011,-73.34
"JOR",2012,87.99
"JOR",2016,255.46
"JOR",2001,-26.43
"KAZ",1996,7.74
"KAZ",2000,67.55
"KAZ",2009,29.01
"KAZ",2011,-43.19
"KAZ",1997,28.2
"KAZ",2010,-14.04
"KAZ",1998,87.07
"KAZ",2018,-50.15
"KAZ",1999,54.07
"KAZ",2007,73.6
"KAZ",2008,29.02
"KAZ",2006,19.38
"KAZ",2003,161.44
"KAZ",2001,36.11
"KAZ",2019,-53.87
"KAZ",2013,-54.29
"KAZ",2016,-46.41
"KAZ",2012,-22.94
"KAZ",2005,64.23
"KAZ",2004,119.61
"KAZ",2017,-51.42
"KAZ",2002,63.17
"KAZ",2014,-46.03
"KAZ",2015,-49.12
"KEN",2018,848.06
"KEN",2015,722.82
"KEN",2010,251.4
"KEN",2014,806.54
"KEN",2008,137.94
"KEN",2019,1630.45
"KEN",2017,618.38
"KEN",2016,507.12
"KEN",1999,-25.78
"KEN",1997,65.31
"KEN",1995,271.17
"KEN",1998,64.39
"KEN",2013,1180.78
"KEN",2009,385.6
"KEN",2000,172
"KEN",2005,56.38
"KEN",1996,208.61
"KEN",2011,682.84
"KEN",2002,-12.63
"KEN",2006,7.49
"KEN",2012,558.19
"KEN",2007,258.61
"KEN",2004,40.85
"KEN",2001,63.2
"KEN",2003,19.1
"KIR",2000,0.16
"KIR",2001,0.07
"KIR",2003,0.23
"KIR",2005,0.31
"KIR",1997,-0.02
"KIR",1999,-0.02
"KIR",2015,7.79
"KIR",2006,0.44
"KIR",2002,0.26
"KIR",2017,9.48
"KIR",2018,2.19
"KIR",1995,-0.03
"KIR",1998,-0.02
"KIR",2013,2.44
"KIR",2014,3.75
"KIR",2004,0.37
"KIR",2019,5.99
"KIR",2016,14
"KIR",2007,-0.21
"KIR",1996,-0.03
"KIR",2012,-0.54
"KIR",2011,-0.35
"KOR",1995,-91.57
"KOR",1999,-213.88
"KOR",1996,-295.49
"KOR",1998,-201.33
"KOR",1997,-266.34
"KGZ",2005,25.75
"KGZ",1999,111.65
"KGZ",2002,46.1
"KGZ",2001,53.33
"KGZ",2017,16.62
"KGZ",2006,65.07
"KGZ",2014,69.62
"KGZ",2003,60.28
"KGZ",2012,35.17
"KGZ",1997,116.37
"KGZ",2013,112.77
"KGZ",2000,112.33
"KGZ",2015,75.11
"KGZ",2016,14.37
"KGZ",2004,42.34
"KGZ",2010,27.79
"KGZ",2011,40.86
"KGZ",2009,1.78
"KGZ",2008,32.35
"KGZ",1996,116.78
"KGZ",2007,5.86
"KGZ",1998,105.57
"KGZ",2018,-19.79
"KGZ",1995,168.28
"KGZ",2019,13.4
"LAO",2015,87.2
"LAO",2000,25.37
"LAO",2013,-4.51
"LAO",1998,25.59
"LAO",1995,47.64
"LAO",2016,26.81
"LAO",1997,47.81
"LAO",2014,15.61
"LAO",1999,32.8
"LAO",2012,-49.41
"LAO",2008,139.1
"LAO",1996,35.22
"LAO",2018,134.79
"LAO",2007,65.68
"LAO",2019,192.18
"LAO",2011,17.57
"LAO",2009,41.39
"LAO",2006,71.51
"LAO",2004,39.69
"LAO",2010,35.86
"LAO",2005,31.45
"LAO",2017,122.57
"LAO",2002,36.82
"LAO",2003,47.72
"LAO",2001,34.62
"LBN",1995,48.64
"LBN",2000,11.52
"LBN",2001,11.68
"LBN",1999,53.35
"LBN",2007,347.72
"LBN",1996,85.74
"LBN",1998,187.13
"LBN",1997,89.21
"LBN",2009,66.63
"LBN",2011,70.5
"LBN",2006,82.35
"LBN",2016,-75.29
"LBN",2008,246.87
"LBN",2018,118.77
"LBN",2019,-51.11
"LBN",2002,1.99
"LBN",2005,5.11
"LBN",2003,317.83
"LBN",2010,16.63
"LBN",2015,-116.16
"LBN",2013,-53.82
"LBN",2004,13.58
"LBN",2012,41.69
"LBN",2017,93.57
"LBN",2014,-41.78
"LSO",2016,0.83
"LSO",2001,10.97
"LSO",2014,11.64
"LSO",2000,-2.15
"LSO",2009,0.62
"LSO",1997,23.69
"LSO",2002,21.67
"LSO",2012,36.04
"LSO",2015,8.9
"LSO",2007,19.41
"LSO",2005,4.12
"LSO",2004,16.12
"LSO",1999,-3.86
"LSO",2013,4.55
"LSO",2006,11.32
"LSO",1998,10.31
"LSO",2010,29.92
"LSO",2008,12.31
"LSO",2011,-3.31
"LSO",2018,10.39
"LSO",2003,12.18
"LSO",1995,18.16
"LSO",2019,19.11
"LSO",1996,28.1
"LSO",2017,12.72
"LBR",2001,-7.88
"LBR",2000,-2.98
"LBR",2008,-22.52
"LBR",1998,-5.78
"LBR",2016,181.24
"LBR",1999,-8.15
"LBR",2013,55.11
"LBR",2010,-235.98
"LBR",2011,-208.19
"LBR",2015,269.63
"LBR",2003,-7.05
"LBR",2019,132.31
"LBR",2002,-12.31
"LBR",2005,-3.52
"LBR",2009,-4.05
"LBR",2007,-41.38
"LBR",1997,-7.73
"LBR",2014,131.93
"LBR",2012,39.62
"LBR",1995,-0.55
"LBR",2018,104.94
"LBR",2017,104.36
"LBR",1996,68.37
"LBR",2004,-10.58
"LBY",1999,-0.23
"LBY",2013,-12.21
"LBY",2009,2.12
"LBY",2008,14.05
"LBY",2011,0.64
"LBY",2012,-59.79
"LBY",2005,-0.22
"LBY",2010,-13.23
"MAC",1995,-4.22
"MDG",2018,220.16
"MDG",2015,232.46
"MDG",2014,176.43
"MDG",2012,62.25
"MDG",2013,-43.31
"MDG",1999,85.39
"MDG",2002,145.01
"MDG",2003,129.68
"MDG",2019,195.84
"MDG",2001,114.58
"MDG",1998,31.28
"MDG",2010,99.68
"MDG",2000,121.76
"MDG",2007,251.8
"MDG",2011,110.45
"MDG",2016,195.8
"MDG",2017,371.23
"MDG",1997,157.19
"MDG",2008,343.45
"MDG",2009,67.15
"MDG",2006,-2266.35
"MDG",2005,10.87
"MDG",1995,12.95
"MDG",1996,37.52
"MDG",2004,261.75
"MWI",2008,145.48
"MWI",2019,152.59
"MWI",2007,-141.59
"MWI",2004,-11.24
"MWI",2010,64.21
"MWI",2005,15.89
"MWI",2018,219.33
"MWI",2009,47.99
"MWI",1998,141.25
"MWI",2003,45.37
"MWI",1999,111.22
"MWI",2002,42.08
"MWI",2012,109.77
"MWI",2006,-2298.19
"MWI",1995,85.21
"MWI",2001,84.49
"MWI",2017,344.17
"MWI",1997,133.27
"MWI",2014,155.26
"MWI",2011,44.41
"MWI",1996,204.99
"MWI",2000,108.11
"MWI",2016,208.05
"MWI",2013,122.62
"MWI",2015,132.95
"MYS",2015,-59.61
"MYS",1997,-339.3
"MYS",1996,-563.85
"MYS",1999,42.71
"MYS",2016,-106.44
"MYS",1995,-22.44
"MYS",2012,-49.11
"MYS",2006,176.1
"MYS",2000,-45.33
"MYS",2014,-58.86
"MYS",2013,-175.43
"MYS",2002,7.6
"MYS",2005,-43.79
"MYS",1998,100.8
"MYS",2011,-50.92
"MYS",2007,139.42
"MYS",2008,96.77
"MYS",2017,-109.74
"MYS",2010,-96.31
"MYS",2001,-49.01
"MYS",2009,57.76
"MYS",2004,218.28
"MYS",2018,-104.87
"MYS",2019,-82.05
"MYS",2003,30.69
"MDV",2017,4.15
"MDV",2015,-2.22
"MDV",2018,40.9
"MDV",2016,-11
"MDV",2011,12.89
"MDV",1997,2.16
"MDV",2000,0.6
"MDV",2014,-3.2
"MDV",1998,4.62
"MDV",2010,40.04
"MDV",1999,4.62
"MDV",2001,2.46
"MDV",2013,-0.36
"MDV",2004,12.45
"MDV",2012,25.65
"MDV",2003,4.05
"MDV",2002,5
"MDV",2009,-1.45
"MDV",2007,4.1
"MDV",2019,10.65
"MDV",2008,30.27
"MDV",2006,5.36
"MDV",1996,7.73
"MDV",1995,19.6
"MDV",2005,12.15
"MLI",2014,159.29
"MLI",1997,93.39
"MLI",1998,37.82
"MLI",2011,269.11
"MLI",2012,82.94
"MLI",2008,175.63
"MLI",2013,248.33
"MLI",2010,223.93
"MLI",2009,218.51
"MLI",1996,161.65
"MLI",1995,200.88
"MLI",2007,189.01
"MLI",2015,232.79
"MLI",1999,56.4
"MLI",2005,104.66
"MLI",2001,38.1
"MLI",2002,45.56
"MLI",2006,-1788.95
"MLI",2017,278.11
"MLI",2004,-55.58
"MLI",2019,616.3
"MLI",2018,308.19
"MLI",2000,-60.2
"MLI",2016,186.04
"MLI",2003,85.53
"MLT",1999,-3.43
"MLT",1996,0.75
"MLT",2002,-2.21
"MLT",2000,-2.8
"MLT",1995,-5.05
"MLT",1997,-5.4
"MLT",2001,-3.29
"MLT",1998,-6.3
"MHL",2017,-1.49
"MHL",2018,-0.22
"MHL",2015,-1.3
"MHL",2014,-2.05
"MHL",2016,-1.99
"MHL",2012,-2.25
"MHL",2019,0.7
"MHL",2013,2.43
"MRT",2013,58.46
"MRT",1999,16.95
"MRT",2009,205.58
"MRT",2010,200.85
"MRT",1997,43.79
"MRT",1998,-2.66
"MRT",2007,98.97
"MRT",2011,181.41
"MRT",2017,136.79
"MRT",1996,50.91
"MRT",2012,151.38
"MRT",2008,196.65
"MRT",2006,-910.01
"MRT",2014,76.47
"MRT",1995,46.01
"MRT",2000,54.55
"MRT",2004,-63.66
"MRT",2005,18.84
"MRT",2001,46.5
"MRT",2018,237.18
"MRT",2016,107.59
"MRT",2019,148.18
"MRT",2003,32.22
"MRT",2015,102.88
"MRT",2002,67.01
"MUS",1999,11.99
"MUS",1997,4.86
"MUS",2019,-39.45
"MUS",2009,36.43
"MUS",2006,-22.88
"MUS",2011,78.86
"MUS",1998,10.3
"MUS",2010,32.16
"MUS",2000,-4.25
"MUS",2007,9.96
"MUS",1995,-24.57
"MUS",2005,-5.48
"MUS",2004,-10.83
"MUS",2002,-12.5
"MUS",1996,-16.92
"MUS",2008,-12.53
"MUS",2003,-47.8
"MUS",2017,-22.91
"MUS",2001,-5.56
"MUS",2013,78.21
"MUS",2016,-9.52
"MUS",2012,73.55
"MUS",2018,11.67
"MUS",2015,24.62
"MUS",2014,10.18
"MYT",1997,0.39
"MYT",1999,1.78
"MYT",2007,2.86
"MYT",1998,-0.22
"MYT",2009,9.07
"MYT",2001,3.17
"MYT",2010,40.91
"MYT",2000,-0.31
"MYT",2008,-1.59
"MYT",2006,2.32
"MYT",2002,-2.5
"MYT",1996,1.85
"MYT",2003,-2.83
"MYT",2005,-5.4
"MYT",2004,-1.21
"MEX",1999,-87.92
"MEX",2000,-179.21
"MEX",1998,-115.8
"MEX",2015,-106.21
"MEX",2006,-43.49
"MEX",1997,-19.03
"MEX",2014,396.74
"MEX",1995,251.15
"MEX",2003,-81.7
"MEX",2016,506.93
"MEX",2013,159.63
"MEX",2002,-87.95
"MEX",2010,75.51
"MEX",2004,-58.12
"MEX",2012,7.46
"MEX",2005,-63.18
"MEX",1996,141.72
"MEX",2011,420.3
"MEX",2009,-93.41
"MEX",2019,189.96
"MEX",2007,-117.96
"MEX",2008,-120.18
"MEX",2018,106.69
"MEX",2001,-61.41
"MEX",2017,387.66
"FSM",1999,-0.05
"FSM",2016,6.41
"FSM",1997,-0.02
"FSM",2019,9.61
"FSM",2018,19.94
"FSM",1998,-0.04
"FSM",2000,-0.05
"FSM",2014,-0.9
"FSM",2001,-0.38
"FSM",2015,-0.11
"FSM",2017,2.87
"FSM",2013,18.97
"FSM",2012,0.22
"MDA",1997,38
"MDA",2006,88.55
"MDA",2007,71.43
"MDA",2017,-14.47
"MDA",2016,13.96
"MDA",2010,173.57
"MDA",2018,10.27
"MDA",2009,10.38
"MDA",1999,38.86
"MDA",2005,26.58
"MDA",2002,33.87
"MDA",2015,53.09
"MDA",2014,75.82
"MDA",2012,179.65
"MDA",2013,45.94
"MDA",2008,61.32
"MDA",2000,41.84
"MDA",1998,2.26
"MDA",2019,49.91
"MDA",2004,20.79
"MDA",2001,24.42
"MDA",2011,159.37
"MDA",2003,19.87
"MNG",2004,71.67
"MNG",2003,66.57
"MNG",2017,567.29
"MNG",2002,45.56
"MNG",1995,30.15
"MNG",2018,138.35
"MNG",2005,44.56
"MNG",2016,163.44
"MNG",1999,60.94
"MNG",2001,48.12
"MNG",2010,18.14
"MNG",2011,45.17
"MNG",1998,59.47
"MNG",2019,103.1
"MNG",2006,19.84
"MNG",2000,41.66
"MNG",2009,89.57
"MNG",2014,101.62
"MNG",1996,54.75
"MNG",2008,15.25
"MNG",1997,70.47
"MNG",2007,36.32
"MNG",2015,51.47
"MNG",2013,114.52
"MNG",2012,77.3
"MNE",2006,17.44
"MNE",2018,87.07
"MNE",2010,11.8
"MNE",2007,21.84
"MNE",2003,8.14
"MNE",2019,22.21
"MNE",2005,3.81
"MNE",2017,51.57
"MNE",2004,20.13
"MNE",2016,34.7
"MNE",2008,31.84
"MNE",2009,8.36
"MNE",2013,42.03
"MNE",2014,17.94
"MNE",2011,54.84
"MNE",2012,22.36
"MNE",2015,51.03
"MSR",2016,0.03
"MSR",2003,-0.86
"MSR",2002,-1.96
"MSR",2015,1.03
"MSR",1997,-0.21
"MSR",2004,-0.32
"MSR",2001,-0.07
"MSR",1996,-0.03
"MSR",2007,-0.19
"MSR",2000,-0.09
"MSR",2014,-0.19
"MSR",2006,-0.19
"MSR",1995,0.48
"MSR",2008,-0.19
"MSR",2005,-0.19
"MSR",2010,-0.18
"MSR",2013,-0.19
"MSR",2011,-0.25
"MSR",2009,-0.14
"MSR",1999,0.15
"MSR",2018,0.07
"MSR",1998,-0.18
"MSR",2012,-0.19
"MSR",2017,0.71
"MAR",2002,-90.83
"MAR",1998,-51.4
"MAR",2001,97.41
"MAR",2013,1042.8
"MAR",2010,279.85
"MAR",2014,1194.69
"MAR",2000,35.95
"MAR",2016,966.51
"MAR",2017,1173.69
"MAR",1999,130.75
"MAR",1996,45.04
"MAR",1997,-31.94
"MAR",2004,-88.25
"MAR",1995,129.36
"MAR",2011,636.63
"MAR",2012,750.49
"MAR",2007,179.7
"MAR",2009,263.79
"MAR",2018,40.29
"MAR",2015,869.28
"MAR",2003,-42.07
"MAR",2005,-73.2
"MAR",2008,340.64
"MAR",2006,220.53
"MAR",2019,56.57
"MOZ",2018,336.24
"MOZ",2003,194.43
"MOZ",1996,257.43
"MOZ",2017,314.23
"MOZ",2002,174.53
"MOZ",1999,-662.29
"MOZ",2009,468.6
"MOZ",2000,-21.75
"MOZ",2001,104.86
"MOZ",2016,182.56
"MOZ",1998,215.77
"MOZ",2010,348.21
"MOZ",2006,-1507.91
"MOZ",2008,342.92
"MOZ",2005,285.49
"MOZ",2013,510.43
"MOZ",2014,512.82
"MOZ",2015,580.8
"MOZ",2012,400.54
"MOZ",1997,268.01
"MOZ",2007,368.71
"MOZ",2004,182.31
"MOZ",2019,358.11
"MOZ",1995,61.02
"MOZ",2011,393.18
"MMR",2007,-7.45
"MMR",2019,777.37
"MMR",2018,583.85
"MMR",1997,-43.32
"MMR",2015,94.48
"MMR",2016,317.49
"MMR",1996,-93.86
"MMR",2004,-1.75
"MMR",2005,0.73
"MMR",2008,-6.6
"MMR",2017,385.64
"MMR",2009,-3.24
"MMR",1995,-47.92
"MMR",1998,-29.4
"MMR",1999,12.55
"MMR",2000,10.24
"MMR",2014,-444.92
"MMR",2001,7.02
"MMR",2002,-14.58
"MMR",2003,2.67
"MMR",2012,-23.52
"MMR",2010,-37.63
"MMR",2006,3.32
"MMR",2013,-714.97
"MMR",2011,-21
"NAM",2019,10.47
"NAM",2004,32.58
"NAM",1996,23.51
"NAM",2006,-9.59
"NAM",2003,17.39
"NAM",2014,-39.47
"NAM",1998,47.79
"NAM",2015,-9.72
"NAM",2016,-0.17
"NAM",2017,-1.02
"NAM",2002,22.24
"NAM",2005,-0.5
"NAM",2010,20.88
"NAM",2007,6.68
"NAM",1995,22.36
