"countries","dac","dist","colony"
"SHN","AUS",13972.45,0
"SHN","CAN",9977.163,0
"SHN","DEU",7600.403,0
"SHN","ESP",6273.214,0
"SHN","FRA",7254.018,0
"SHN","GBR",7522.674,1
"SHN","ITA",6699.593,0
"SHN","JPN",15966.36,0
"SHN","NLD",7666.693,0
"SHN","USA",9439.94,0
"SLB","AUS",2862.103,0
"SLB","CAN",13192.08,0
"SLB","DEU",14750.74,0
"SLB","ESP",16230,0
"SLB","FRA",15178.2,0
"SLB","GBR",15016.78,1
"SLB","ITA",15224.34,0
"SLB","JPN",5452.721,0
"SLB","NLD",14755.12,0
"SLB","USA",13708.61,0
"SLE","AUS",16790.26,0
"SLE","CAN",7448.309,0
"SLE","DEU",5129.104,0
"SLE","ESP",3676.671,0
"SLE","FRA",4724.351,0
"SLE","GBR",4934.224,1
"SLE","ITA",4494.866,0
"SLE","JPN",14362.78,0
"SLE","NLD",5152.225,0
"SLE","USA",6947.481,0
"SLV","AUS",13586.53,0
"SLV","CAN",3465.451,0
"SLV","DEU",9249.982,0
"SLV","ESP",8655.502,1
"SLV","FRA",8984.298,0
"SLV","GBR",8762.369,0
"SLV","ITA",9943.909,0
"SLV","JPN",12509.61,0
"SLV","NLD",9089.134,0
"SLV","USA",3355.771,0
"SMR","AUS",16327.27,0
"SMR","CAN",6953.986,0
"SMR","DEU",932.1286,0
"SMR","ESP",1390.619,0
"SMR","FRA",951.0759,0
"SMR","GBR",1263.348,0
"SMR","ITA",230.0196,0
"SMR","JPN",9694.438,0
"SMR","NLD",1090.303,0
"SMR","USA",6777.457,0
"SOM","AUS",11601.35,0
"SOM","CAN",12554.26,0
"SOM","DEU",6560.357,0
"SOM","ESP",6518.385,0
"SOM","FRA",6623.439,0
"SOM","GBR",6942.233,1
"SOM","ITA",5515.176,1
"SOM","JPN",10282.29,0
"SOM","NLD",6732.094,0
"SOM","USA",12283,0
"SPM","AUS",17332.44,0
"SPM","CAN",1845.482,0
"SPM","DEU",4491.204,0
"SPM","ESP",4208.643,0
"SPM","FRA",4273.723,1
"SPM","GBR",4016.349,0
"SPM","ITA",5322.239,0
"SPM","JPN",10732.88,0
"SPM","NLD",4324.902,0
"SPM","USA",1573.979,0
"STP","AUS",14762.63,0
"STP","CAN",9687.314,0
"STP","DEU",5706.03,0
"STP","ESP",4599.011,0
"STP","FRA",5432.882,0
"STP","GBR",5746.228,0
"STP","ITA",4675.544,0
"STP","JPN",13748.82,0
"STP","NLD",5806.731,0
"STP","USA",9221.021,0
"SUR","AUS",15895.18,0
"SUR","CAN",4823.153,0
"SUR","DEU",7608.084,0
"SUR","ESP",6397.689,0
"SUR","FRA",7196.987,0
"SUR","GBR",7149.931,0
"SUR","ITA",7744.406,0
"SUR","JPN",15152.81,0
"SUR","NLD",7506.908,1
"SUR","USA",4309.072,0
"SVK","AUS",15930.48,0
"SVK","CAN",6973.962,0
"SVK","DEU",817.4212,0
"SVK","ESP",1865.664,0
"SVK","FRA",1094.61,0
"SVK","GBR",1294.938,0
"SVK","ITA",789.4631,0
"SVK","JPN",9104.249,0
"SVK","NLD",987.487,0
"SVK","USA",6852.755,0
"SVN","AUS",16152.8,0
"SVN","CAN",6946.394,0
"SVN","DEU",814.8665,0
"SVN","ESP",1600.555,0
"SVN","FRA",965.7366,0
"SVN","GBR",1230.756,0
"SVN","ITA",492.3427,0
"SVN","JPN",9412.938,0
"SVN","NLD",986.5178,0
"SVN","USA",6796.301,0
"SWE","AUS",15608.91,0
"SWE","CAN",6335.357,0
"SWE","DEU",1118.929,0
"SWE","ESP",2596.908,0
"SWE","FRA",1545.797,0
"SWE","GBR",1437.571,0
"SWE","ITA",1980.122,0
"SWE","JPN",8180.65,0
"SWE","NLD",1128.93,0
"SWE","USA",6322.853,0
"SWZ","AUS",10816.67,0
"SWZ","CAN",13604.98,0
"SWZ","DEU",8976.361,0
"SWZ","ESP",8257.831,0
"SWZ","FRA",8846.426,0
"SWZ","GBR",9188.42,1
"SWZ","ITA",7830.921,0
"SWZ","JPN",13290.45,0
"SWZ","NLD",9122.207,0
"SWZ","USA",13114.1,0
"SYC","AUS",10253.88,0
"SYC","CAN",13840.93,0
"SYC","DEU",7747.706,0
"SYC","ESP",7829.129,0
"SYC","FRA",7855.244,1
"SYC","GBR",8160.399,1
"SYC","ITA",6758.052,0
"SYC","JPN",9802.871,0
"SYC","NLD",7921.132,0
"SYC","USA",13599.33,0
"SYR","AUS",14109.6,0
"SYR","CAN",9254.029,0
"SYR","DEU",3093.486,0
"SYR","ESP",3610.572,0
"SYR","FRA",3280.692,1
"SYR","GBR",3546.151,0
"SYR","ITA",2285.747,0
"SYR","JPN",8963.564,0
"SYR","NLD",3265.953,0
"SYR","USA",9115.136,0
"TCA","AUS",15676.05,0
"TCA","CAN",2584.047,0
"TCA","DEU",7353.279,0
"TCA","ESP",6608.785,0
"TCA","FRA",7041.488,0
"TCA","GBR",6858.136,1
"TCA","ITA",7932,0
"TCA","JPN",12890.26,0
"TCA","NLD",7203.906,0
"TCA","USA",2163.191,0
"TCD","AUS",14989.02,0
"TCD","CAN",9431.583,0
"TCD","DEU",4433.432,0
"TCD","ESP",3638.406,0
"TCD","FRA",4248.435,1
"TCD","GBR",4586.426,0
"TCD","ITA",3316.223,0
"TCD","JPN",12161.4,0
"TCD","NLD",4562.769,0
"TCD","USA",9052.158,0
"TGO","AUS",15654.92,0
"TGO","CAN",8797.691,0
"TGO","DEU",5068.667,0
"TGO","ESP",3845.382,0
"TGO","FRA",4753.381,1
"TGO","GBR",5047.507,0
"TGO","ITA",4125.414,0
"TGO","JPN",13665.04,0
"TGO","NLD",5150.458,0
"TGO","USA",8335.612,0
"THA","AUS",7539.52,0
"THA","CAN",13647.12,0
"THA","DEU",9065.879,0
"THA","ESP",10193.69,0
"THA","FRA",9454.805,0
"THA","GBR",9545.471,0
"THA","ITA",8838.563,0
"THA","JPN",4612.997,0
"THA","NLD",9185.165,0
"THA","USA",13943.4,0
"TJK","AUS",11703.24,0
"TJK","CAN",10333.27,0
"TJK","DEU",4910.893,0
"TJK","ESP",6048.096,0
"TJK","FRA",5291.823,0
"TJK","GBR",5396.948,0
"TJK","ITA",4713.199,0
"TJK","JPN",6136.114,0
"TJK","NLD",5037.606,0
"TJK","USA",10426.23,0
"TKL","AUS",4671.279,0
"TKL","CAN",10916.82,0
"TKL","DEU",15306.4,0
"TKL","ESP",16349.99,0
"TKL","FRA",15565.23,0
"TKL","GBR",15245.08,1
"TKL","ITA",16347.43,0
"TKL","JPN",7089.517,0
"TKL","NLD",15200.84,0
"TKL","USA",11341.68,0
"TKM","AUS",12465.73,0
"TKM","CAN",10003.85,0
"TKM","DEU",4234.307,0
"TKM","ESP",5251.599,0
"TKM","FRA",4581.08,0
"TKM","GBR",4729.025,0
"TKM","ITA",3894.448,0
"TKM","JPN",7006.5,0
"TKM","NLD",4377.154,0
"TKM","USA",10024.92,0
"TMP","AUS",3847.098,0
"TMP","CAN",15439.72,0
"TMP","DEU",12720.83,0
"TMP","ESP",13911.19,0
"TMP","FRA",13128.84,0
"TMP","GBR",13182.26,0
"TMP","ITA",12558.5,0
"TMP","JPN",5143.1,0
"TMP","NLD",12824.49,0
"TMP","USA",15962.92,0
"TON","AUS",3585.603,0
"TON","CAN",12079.77,0
"TON","DEU",16654.11,0
"TON","ESP",17744.08,0
"TON","FRA",16941.44,0
"TON","GBR",16628.88,1
"TON","ITA",17615.05,0
"TON","JPN",7904.458,0
"TON","NLD",16561.3,0
"TON","USA",12455.56,0
"TTO","AUS",15821.03,0
"TTO","CAN",4058.435,0
"TTO","DEU",7608.62,0
"TTO","ESP",6541.816,0
"TTO","FRA",7225.325,0
"TTO","GBR",7127.528,1
"TTO","ITA",7908.261,0
"TTO","JPN",14416.8,0
"TTO","NLD",7487.81,0
"TTO","USA",3569.325,0
"TUN","AUS",16498.66,0
"TUN","CAN",7267.781,0
"TUN","DEU",1648.635,0
"TUN","ESP",1273.835,0
"TUN","FRA",1483.828,1
"TUN","GBR",1826.619,0
"TUN","ITA",595.3532,0
"TUN","JPN",10427.62,0
"TUN","NLD",1776.441,0
"TUN","USA",7023.072,0
"TUR","AUS",14960.31,0
"TUR","CAN",8197.23,0
"TUR","DEU",2038.332,0
"TUR","ESP",2740.029,0
"TUR","FRA",2255.81,0
"TUR","GBR",2501.886,0
"TUR","ITA",1373.27,0
"TUR","JPN",8958.844,0
"TUR","NLD",2209.789,0
"TUR","USA",8070.75,0
"TUV","AUS",4027.207,0
"TUV","CAN",11586.93,0
"TUV","DEU",15198.79,0
"TUV","ESP",16469.81,0
"TUV","FRA",15531.51,0
"TUV","GBR",15247.64,1
"TUV","ITA",16095.31,0
"TUV","JPN",6422.642,0
"TUV","NLD",15125.95,0
"TUV","USA",12047.3,0
"TWN","AUS",7272.547,0
"TWN","CAN",12090.98,0
"TWN","DEU",9396.126,0
"TWN","ESP",10804.02,0
"TWN","FRA",9834.232,0
"TWN","GBR",9790.424,0
"TWN","ITA",9614.098,0
"TWN","JPN",2103.047,1
"TWN","NLD",9457.249,0
"TWN","USA",12532.54,0
"TZA","AUS",11565.75,0
"TZA","CAN",12830.99,0
"TZA","DEU",7186.556,0
"TZA","ESP",6857.921,0
"TZA","FRA",7168.277,0
"TZA","GBR",7504.949,1
"TZA","ITA",6070.02,0
"TZA","JPN",11404.29,0
"TZA","NLD",7351.038,0
"TZA","USA",12470.74,0
"UGA","AUS",12644.1,0
"UGA","CAN",11737.87,0
"UGA","DEU",6177.539,0
"UGA","ESP",5773.843,0
"UGA","FRA",6128.938,0
"UGA","GBR",6469,1
"UGA","ITA",5044.428,0
"UGA","JPN",11538.8,0
"UGA","NLD",6337.427,0
"UGA","USA",11381.89,0
"UKR","AUS",14956.91,0
"UKR","CAN",7564.316,0
"UKR","DEU",1646.271,0
"UKR","ESP",2863.877,0
"UKR","FRA",2025.144,0
"UKR","GBR",2137.511,0
"UKR","ITA",1674.773,0
"UKR","JPN",8215.83,0
"UKR","NLD",1781.716,0
"UKR","USA",7515.91,0
"URY","AUS",11864.05,0
"URY","CAN",9055.5,0
"URY","DEU",11412.01,0
"URY","ESP",9957.118,1
"URY","FRA",10972.42,0
"URY","GBR",11057.87,0
"URY","ITA",11041.93,0
"URY","JPN",18587.08,0
"URY","NLD",11371.8,0
"URY","USA",8617.354,0
"USA","AUS",16008.79,0
"USA","CAN",548.3946,0
"USA","DEU",6035.334,0
"USA","ESP",5770.264,1
"USA","FRA",5838.157,1
"USA","GBR",5570.161,1
"USA","ITA",6895.107,0
"USA","JPN",10855.59,0
"USA","NLD",5866.046,0
"USA","USA",1161.074,0
"UZB","AUS",11828.84,0
"UZB","CAN",10073.93,0
"UZB","DEU",4760.258,0
"UZB","ESP",5948.543,0
"UZB","FRA",5153.064,0
"UZB","GBR",5240.294,0
"UZB","ITA",4633.52,0
"UZB","JPN",6007.851,0
"UZB","NLD",4880.046,0
"UZB","USA",10179.66,0
"VCT","AUS",16034.79,0
"VCT","CAN",3806.961,0
"VCT","DEU",7366.903,0
"VCT","ESP",6332.693,0
"VCT","FRA",6989.701,0
"VCT","GBR",6882.857,1
"VCT","ITA",7699.338,0
"VCT","JPN",14163.36,0
"VCT","NLD",7242.886,0
"VCT","USA",3308.9,0
"VEN","AUS",15372.93,0
"VEN","CAN",3871.308,0
"VEN","DEU",7984.647,0
"VEN","ESP",6995.169,1
"VEN","FRA",7618.86,0
"VEN","GBR",7495.812,0
"VEN","ITA",8360.616,0
"VEN","JPN",14172.2,0
"VEN","NLD",7854.576,0
"VEN","USA",3428.63,0
"VGB","AUS",16095.61,0
"VGB","CAN",3126.958,0
"VGB","DEU",7153.428,0
"VGB","ESP",6254.025,0
"VGB","FRA",6804.749,0
"VGB","GBR",6660.509,1
"VGB","ITA",7608.557,0
"VGB","JPN",13485.45,0
"VGB","NLD",7016.512,0
"VGB","USA",2638.875,0
"VNM","AUS",7769.68,0
"VNM","CAN",12816.55,0
"VNM","DEU",8793.074,0
"VNM","ESP",10053.22,0
"VNM","FRA",9208.554,1
"VNM","GBR",9248.713,0
"VNM","ITA",8741.851,0
"VNM","JPN",3672.564,0
"VNM","NLD",8892.063,0
"VNM","USA",13159.26,0
"VUT","AUS",2476.587,0
"VUT","CAN",13152.65,0
"VUT","DEU",15935.85,0
"VUT","ESP",17397.21,0
"VUT","FRA",16346.35,1
"VUT","GBR",16142.24,1
"VUT","ITA",16499.28,0
"VUT","JPN",6663.923,0
"VUT","NLD",15918.48,0
"VUT","USA",13612.16,0
"WLF","AUS",4011.027,0
"WLF","CAN",11578.34,0
"WLF","DEU",15776.26,0
"WLF","ESP",16927.89,0
"WLF","FRA",16073.01,1
"WLF","GBR",15767.28,0
"WLF","ITA",16743.15,0
"WLF","JPN",7153.28,0
"WLF","NLD",15686.51,0
"WLF","USA",11999.86,0
"WSM","AUS",3050.82,0
"WSM","CAN",12584.99,0
"WSM","DEU",15624.47,1
"WSM","ESP",17038.68,0
"WSM","FRA",16011.92,0
"WSM","GBR",15775.63,0
"WSM","ITA",16322.46,0
"WSM","JPN",6454.711,0
"WSM","NLD",15586.5,0
"WSM","USA",13049.8,0
"YEM","AUS",12510.67,0
"YEM","CAN",11319.7,0
"YEM","DEU",5197.778,0
"YEM","ESP",5387.975,0
"YEM","FRA",5317.261,0
"YEM","GBR",5616.074,1
"YEM","ITA",4231.959,0
"YEM","JPN",9509.172,0
"YEM","NLD",5371.253,0
"YEM","USA",11120.31,0
"YUG","AUS",15688.82,0
"YUG","CAN",7402.332,0
"YUG","DEU",1242.842,0
"YUG","ESP",2034.896,0
"YUG","FRA",1449.718,0
"YUG","GBR",1696.278,0
"YUG","ITA",725.4269,0
"YUG","JPN",9188.286,0
"YUG","NLD",1415.962,0
"YUG","USA",7266.376,0
"ZAF","AUS",11015.12,0
"ZAF","CAN",13117.46,0
"ZAF","DEU",9571.156,0
"ZAF","ESP",8582.782,0
"ZAF","FRA",9353.552,0
"ZAF","GBR",9681.689,1
"ZAF","ITA",8460.335,0
"ZAF","JPN",14746.39,0
"ZAF","NLD",9693.594,1
"ZAF","USA",12581.72,0
"ZAR","AUS",13748.65,0
"ZAR","CAN",10723.82,0
"ZAR","DEU",6257.081,0
"ZAR","ESP",5342.107,0
"ZAR","FRA",6049.656,0
"ZAR","GBR",6382.272,0
"ZAR","ITA",5147.996,0
"ZAR","JPN",13370.65,0
"ZAR","NLD",6381.195,0
"ZAR","USA",10270.25,0
"ZMB","AUS",11866.07,0
"ZMB","CAN",12609.73,0
"ZMB","DEU",7730.947,0
"ZMB","ESP",7043.989,0
"ZMB","FRA",7604.841,0
"ZMB","GBR",7947.208,1
"ZMB","ITA",6585.451,0
"ZMB","JPN",12938.26,0
"ZMB","NLD",7877.135,0
"ZMB","USA",12156.13,0
"ZWE","AUS",11469.38,0
"ZWE","CAN",13006.51,0
"ZWE","DEU",8061.094,0
"ZWE","ESP",7414.741,0
"ZWE","FRA",7949.676,0
"ZWE","GBR",8292.509,1
"ZWE","ITA",6915.104,0
"ZWE","JPN",12826.9,0
"ZWE","NLD",8210.55,0
"ZWE","USA",12552.13,0
